lyrics,url,artist
"Just pick yourself up, dust yourself off, they say it ain't that hard
But just puttin' one foot in front of the other ain't gettin' me too far
This movin' on ain't comin' along the way they said it would
I guess whoever said ""the grass is greener"" must've never seen the other side
And ""what don't kill you makes you stronger"" sure sounds like a lie
And whoever said that ""time heals everything and everything will be alright""
Whoever said ""it ain't the end of the world and you'll find somebody new”
Must've never met you
Must've never heard you say you'd never leave me then watch you walk away
Must've never fell as hard as I did 'cause then they wouldn't say
""Maybe it wasn't meant to be, yeah maybe you're better off alone""
I guess whoever said ""the grass is greener"" must've never seen the other side
And ""what don't kill you makes you stronger"" sure sounds like a lie
And whoever said that ""time heals everything and everything will be alright""
Whoever said ""it ain't the end of the world and you'll find somebody new""
Must've never met you
Must've never met you
""Maybe it wasn't meant to be, yeah maybe you're better off alone""
I guess whoever said ""the grass is greener""
Must've never seen the other side
""What don't kill you makes you stronger""
Still sounds like a lie
And whoever said that ""time heals everything and everything will be alright""
Whoever said ""it ain't the end of the world, you know she ain't the only girl""
""You win, you lose, you find somebody new""
Must've never met you
Must've never met you",https://genius.com/Luke-combs-mustve-never-met-you-lyrics,Luke Combs
"I'm a puzzle
I'm a walking contradiction
In far from mint condition
'Cause there's pieces I can't find
Sometimes trouble
A can of Coke a day addiction
With set in stone convictions
And an open bottom line
I'm an easy read but I ain't no open book
Got a knack for making things harder than they look
I'm a straight shootin'
Beer drinkin', rule breakin'
Don't think I won't take a good thing too far
I'm a midnightin', backslidin'
Getaway car drivin'
Runnin' away with your heart
I guess be careful what you wish for is all I meant when I said
""What you see is what you get""
At least I'm honest
I don't spin it like a record
And I ain't acting like I'm better
Than you know I really am
Yeah, you're dead on it
You got me figured, I'll admit it
Set in my ways hard-headed
But hell, I do the best I can
I'm a straight shootin'
Beer drinkin', rule breakin'
Don't think I won't take a good thing too far
I'm a midnightin', backslidin'
Getaway car drivin'
Runnin' away with your heart
I guess be careful what you wish for is all I meant when I said
""What you see is what you get""
With me ain't no tricks up these sleeves
An acquired taste, a constant work in progress
I'm a straight shootin'
Beer drinkin', rule breakin'
Don't think I won't take a good thing too far
I'm a midnightin', backslidin'
Getaway car drivin'
Runnin' away with your heart
I guess be careful what you wish for is all I meant when I said
What you see is what you get
What you see is what you get",https://genius.com/Luke-combs-what-you-see-is-what-you-get-lyrics,Luke Combs
"I was a third-string dreamer on a second-place team
But I was hell on wheels with a full head of steam
When coach put me in
And I'm still proud of that hit
I was a last resort to go to prom with the queen
Thanks to an ex-boyfriend who broke her heart that week
No, I didn't get lucky
But I still felt like a king
And that might not mean much to you
But it does to me
So say I'm a middle of the road
Not much to show
Underachieving, average Joe
But I'm a hell of a lover
A damn good brother
And I wear this heart on my sleeve
And that might not mean much to you
But it does to me
I was the one phone call when my brother went to jail
Pawned my guitar just to pay his bail
No, I'll never get it back
But I'm okay with that
I was the first man standing next to my best friend
The day the love of his life said ""I do"" to him
I was a couple beers deep
But I still remembered that speech
And that might not mean much to you
But it does to me
So say I'm a middle of the road
Not much to show
Underachieving, average Joe
But I'm a hell of a lover
A damn good brother
And I wear this heart on my sleeve
And that might not mean much to you
But it does to me
There's a worn-out blade that my granddaddy gave me
My mama's first Bible, Daddy's Don Williams vinyl
That first-fish-catching Zebco thirty-three
Well, that might not mean much to you
But it does to me
So say I'm a middle of the road
Not much to show
Underachieving average Joe 
But I'm a hell of a lover
A damn good brother
And I wear this heart on my sleeve
And I'm a damn hard working
One thing's for certain
I stand up for what I believe 
That might not mean much to you
But it does to me
Yeah, it does to me
And that might not mean much to you
But it does to me
Oh, it does to me
Oh man, it does to me",https://genius.com/Luke-combs-does-to-me-lyrics,Luke Combs
"Back in the day it was a six gun, and a six-string
Man, that was country
And that's the way country still ought to be
It was lived, not taught, it was earned, not bought
Had to put in the work to get to the top
Let me tell you, what I thinks really gone wrong
These days it's all wannabes singing someone else's songs
Everybody's doing the same damn thing
Where have the rebels gone?
'Cause we don't need
Another pretty boy, singin' pretty songs
Fake country boys, doin' country all wrong
Need another Haggard, or a Johnny Cash
Somebody chewing tobacco, and whipping ass
I need preacher, I need a savior
How about y'all?
Can I get an outlaw?
It don't have to be honkytonks, boots, and Wrangler jeans
It ain't the banjo or the fiddle, no
It's the words and what they mean
If you gonna talk the talk, you better walk the walk
And brother, that's the truth
So honestly, what would Waylon do?
I can guarantee that if he was alive today
He'd ask us one more time
""Hoss you sure Hank done it this way?""
'Cause we don't need
Another pretty boy, singin' pretty songs
Fake country boys, doin' country all wrong
Need another Haggard, or a Johnny Cash
Somebody chewin' tobacco, and whippin' ass
I need preacher, I need a savior, how 'bout y'all?
Can I get an outlaw?
Are the good times really gone for good?
Or can we get back to our roots?
It's about that time we raise the bar
So raise a glass if you feel like I do
'Cause we don't need
Another pretty boy, singing pretty songs
Fake country boys, doin' country all wrong
Need another Haggard, or a Johnny Cash
Somebody chewin' tobacco, and whippin' ass
I need preacher, I need a savior, how 'bout y'all?
Can I get an outlaw?
I pray country answers my call
Can I get an outlaw?
Oh, can I get an outlaw?",https://genius.com/Luke-combs-can-i-get-an-outlaw-lyrics,Luke Combs
"That old phone of mine, 2:39
A.M. when I got the call
Half asleep
Thought it was a dream
But it wasn’t after all
That old dog of yours
Sitting on the porch
Waits for you to come home
Little does he know
That you won’t
Be walking through that door
I just leave him alone
Cause letting go don’t come that easily
Most of the time, I can get by
It’s just a little hard on me
But I’m getting used to that old truck of yours
Sitting out in the drive
I’m getting used to you not being there
At church on Sunday night
I’m getting used to the radio playing
Without you singing along
But I’ll never get used to you being gone
That old rocking chair
Sitting over there
It don’t rock no more
And that old six string
Ain't played a thing
Been awhile since it’s hummed a chord
I just leave 'em alone cause letting go
Don’t come that easily
Most of the time
I can get by
It’s just a little hard on me
But I’m getting used to that old truck of yours
Sitting out in the drive
I’m getting used to you not being there
At church on Sunday night
I’m getting used to the radio playing
Without you singing along
But I’ll never get used to you being gone
There’s a lot of things in this 'ole world I can stand
But when it comes to losing you
I just can’t
Yeah, I’m getting used to that old truck of yours
Sitting out in the drive
I’m getting used to you not being there
At church on Sunday night
I’m getting used to the radio playing
Without you singing along
But I'll never get used to
No, I’ll never get used to you being gone
Yeah, being gone
I’m never getting used to you being gone",https://genius.com/Luke-combs-used-to-you-lyrics,Luke Combs
"There’s a couple people that I owe a beer or two
And three or four I owe more than a few
For all the times I couldn’t find the answers
Stumbling through the dark without a clue
This one’s for you
Mom and daddy always did their best
For a crazy fool who couldn’t help himself
I thank God they were there to see me through
This one’s for you
I told you all I’d write you a song 
Pour my heart in the melody
To keep you singing along 
This might not be the right time
These might not be the right lines to prove
For sayin' what I’m tryin' to
But this one’s for you
I’ve been knocked down time and time again
Got picked back up by love and few good friends
Who reminded me of all I stood to lose
This one’s for you
Yeah I told you all I’d write you a song 
Pour my heart in the melody
To keep you singing along 
This might not be the right time
These might not be the right lines to prove
For sayin' what I’m tryin' to
This one’s for you
Uuu-uuu-uuu-uu-uu
Made more than my fair share of the same mistakes
Bridges burned and lessons learned
A few things that I can’t change
Some apologies are way past overdue
So this one’s for you
Wow, I told you all I’d write you a song 
Pour my heart in the melody
To keep you singing along 
This might not be the right time 
And these might not be the right lines to prove 
For saying what I’m trying to
This one’s for you
There’s a couple people that I owe a beer or two
And three or four I owe more than a few",https://genius.com/Luke-combs-this-ones-for-you-lyrics,Luke Combs
"This is my kinda town, this is my kinda place
I wouldn't mind hangin' 'round for more than just a couple days
I got a 12th floor room with a killer view of the empty Astrodome
Got a tab at the bar downstairs, but all I can think about is home
I got my new boots covered in red dirt, a ""Don't Mess With Texas"" t-shirt
And a Lonestar postcard postmarked with ""missin' you""
It's got the biggest sky you've ever seen, the coldest beer you'd ever drink
But I still feel like I landed on the moon, 'cause it ain't got you
Houston, we got a problem
You should've seen 19th Street, you should've seen a midnight rodeo
The way them saloon doors swing, when they line dance to ""Copperhead Road""
Something about the air down here, that'll make you feel the way all them cowboys do
I wish I was an outlaw, but all I can think about is you
I got my new boots covered in red dirt, a ""Don't Mess With Texas"" t-shirt
And a Lonestar postcard postmarked with ""missin' you""
It's got the biggest sky you've ever seen, the coldest beer you'd ever drink
But I still feel like I landed on the moon, 'cause it ain't got you
Houston, we got a problem
It's got the biggest sky you've ever seen, the coldest beer you'd ever drink
But I still feel like I landed on the moon, 'cause it ain't got you
Houston, we got a problem
Houston we got a problem
Houston we got a problem",https://genius.com/Luke-combs-houston-we-got-a-problem-lyrics,Luke Combs
"Honey, how's that drink goin' down?
Seems a little stiff for 2 PM
Holler if you need anything
I've got an ear to lend
I'll be right here cuttin' limes
Countin' cash and stockin' beers
I've got an idea what's on your mind
So in the meantime, think on this
I've seen girls like you in here before
Watched broken hearts break
Through that door a time or two
And I'll bet he packed all his things
You set out to curse his name and have a few
And I'll bet you're doin' your best to move on
Well, you're not the only lonely one
This ain't my first rodeo
I've seen the other side of this bar
Pourin' salts on an open wound
Sittin' right there where you are
And I know it probably stings right now
Somehow more than that Jim Beam
But that clock on the wall will cure it all
Even though that ain't how it seems
I've seen girls like you in here before
Watched broken hearts break
Through that door a time or two
And I'll bet he packed all his things
You set out to curse his name and have a few
And I'll bet you're doin' your best to move on
Well, you're not the only lonely one
I've seen 'em come, I've seen 'em go
Girl, you ain't in this thing alone
Oh no, oh no
I've seen girls like you in here before
Watched broken hearts break
Through that door a time or two
And I'll bet he packed all his things
You set out to curse his name and have a few
And I'll bet you're doin' your best to move on
Well, you're not the only lonely one
No, you're not the only lonely one",https://genius.com/Luke-combs-lonely-one-lyrics,Luke Combs
"Dear Today, Tomorrow here
Man, I was just checkin' in, hope you've been well
Me? I'm doin' alright, could always be better
Seein' as you're the only one with a choice in the matter
If I know you, hell, you're too busy
To do damn near anything that you ought to
Guess what I'm sayin' is, is if you don't change
Boy, you'll be kickin' yourself one of these days
So maybe you should call our mama and have a drink with our old man
Quit wastin' our sweet time and put that diamond on her hand
Stop takin' me for granted like I'll always be around
'Cause even as you read this, boy, that clock is tickin' down
And remember every second I got's borrowed
So I hope you think of me today
Sincerely, Tomorrow
Listen, I ain't tryin' to bring you down
'Cause I know damn better than pushin' you around
I guess I was just lookin' out for you and me both
'Cause we both lose if I told you so
So maybe you should call our mama and have a drink with our old man
Quit wastin' our sweet time and put that diamond on her hand
Stop takin' me for granted like I'll always be around
'Cause even as you read this, boy, that clock is tickin' down
And remember every second I got's borrowed
So I hope you think of me today
Sincerely, Tomorrow
Dear Today, Tomorrow here
Man, I was just checkin' in, hope you been well",https://genius.com/Luke-combs-dear-today-lyrics,Luke Combs
"I'm on this red-eye rolling down a runway
Window seat, nonstop one-way
2 PM, Gate B10, it can't come soon enough
I've got a mid-flight magazine and a mixed drink
I wish time would fly right with me
Damn the days that baggage claim's in another taxi town
But they always bring me back to you
I've seen California and the fields of Oklahoma
From thirty thousand feet, can't beat the view
Crossed the Mississippi, watched the mountains over Tennessee
Become a Carolina sky that was so blue
And still ain't seen nothing like, nothing like you
I've spent every mile missing you, baby
It's enough to drive me crazy
""I love you""'s from hotel rooms
They sure do make it tough
But they always bring me back to you
I've seen California and the fields of Oklahoma
From thirty thousand feet, can't beat the view
Crossed the Mississippi, watched the mountains over Tennessee
Become a Carolina sky that was so blue
And still ain't seen nothing like, nothing like you
In all these nothing towns
You in this whole world around
You're the only place I wanna get back to
'Cause I've seen California and the fields of Oklahoma
From thirty thousand feet, can't beat the view
Crossed the Mississippi, watched the mountains over Tennessee
Become a Carolina sky that was so blue
And still ain't seen nothing like
And still ain't seen nothing like
And still ain't seen nothing like
Nothing like you
Nothing like you",https://genius.com/Luke-combs-nothing-like-you-lyrics,Luke Combs
"Just a junked out joint off a backroad
Blinkin' window sign with an arrow
The gravel Iot chock full of toolbox trucks
Makin' their happy hour way home
When guys like me lose girls like you
That's where we run to
They got ""Whiskey River"" on a jukebox
The honky tonk sawdust dance floor
A neon, five o'clock, pro clock
Plenty damn many when you want one more
Of this broke heart fool on an old bar stool
Drinkin' beer almost as cold as you
Bunch of good time numbers on the stall door
Picture you on a dart board
Them cinder block walls ain't ever been cleaned
Still ain't as dirty as you done me
""Whiskey River"" on a jukebox
The honky tonk sawdust dance floor
A neon, five o'clock, pro clock
Plenty damn many when you want one more
Of this broke heart fool on an old bar stool
Drinkin' beer almost as cold as you
When guys like me lose girls like you
That's where we run to
They got ""Whiskey River"" on a jukebox
A honky tonk sawdust dance floor
A neon, five o'clock, pro clock
Plenty damn many when you want one more
Of this broke heart fool on an old bar stool
Drinkin' beer almost as cold as you",https://genius.com/Luke-combs-cold-as-you-lyrics,Luke Combs
"Well I got caught in Panama City
Tryin' to buy some beer for some Georgia girls
And I got wore out by my daddy
For stealin' cigarettes from the Smokes and More
And all my friends would get away
Seems I'd get caught, plain as day
I took the blame for every little thing
But I got away with you
And somehow l still ain't been found out
It's a crazy truth
Like l strolled out the gates of Alcatraz
And l walked in the Louvre
Now the Mona Lisa's hanging in my house
I bust out of Buckingham with the crown jewels
And l got away with you
Well lookin' like you do
On its damn own, should be a crime
Let alone a fool like me
Hand in hand with you, should be doin' time
But here we are runnin' free
Guess someone turned the other cheek
'Cause there ain't no blue lights in the rear view
Guess I got away with you
And somehow l still ain't been found out
It's a crazy truth
Like l strolled out the gates of Alcatraz
And l walked in the Louvre
Now the Mona Lisa's hanging in my house
I bust out of Buckingham with the crown jewels
And l got away with you
I'll take it all, the fails, the falls
The county jails and one phone calls
I'd do it all again if I had to
'Cause I got away with you
Somehow girl, I still ain't been found out
It's a crazy truth
Like l strolled out the gates of Alcatraz
And l walked in the Louvre
Now the Mona Lisa's hanging in my house
I bust out of Buckingham with the crown jewels
And l got away with you
When l got away with you
Yeah, I got away with you",https://genius.com/Luke-combs-i-got-away-with-you-lyrics,Luke Combs
"Six beers and five guys and if I remember right, it was a
Wednesday when we got our buzz on for second hand six pack
Half smoked soft pack, light it up boys, take a drag
And when I fought that cough off everyone else thought I was so damn cool
But my head was spinnin' like a Tilt-A-Whirl
Yeah man, it really rocked my world
Back when everything seemed just a little bit stronger
Back when the weekend lasted a little longer
I can't tell you why they did, but things seemed to never end back then
Oh way back when, when a little went a long way
One girl, 45 bucks was all it took that night
Hit the steakhouse makeout and the movies way up in the back
Credits roll on pace,to make it all the way to second base
Tried to play it cool like it was nothin' new and she didn't have a clue
But my head was spinnin' like a Tilt-A-Whirl
Yeah man, she really rocked my world
Back when things seemed just a little bit stronger
Back when the weekend lasted a little longer
I can't tell you why they did, things seemed to never end back then
Oh way back when, when a little went a long way
Back when everything seemed just a little bit stronger
Back when the weekend lasted a little longer
I can't tell you why they did, but things seemed to never end back then
Oh way back when, when a little went a long long way
A long way",https://genius.com/Luke-combs-a-long-way-lyrics,Luke Combs
"Feels so familiar
You walking in here
Wearing just what you know makes me weak
And I'm already ordering you a drink
Baby, and then we're
Gonna get out of here
Just like the last time and the time before
We're at your house and through the door
And we're falling all over again
Like a flashback to way back when
Back when we were us
Couldn't get enough
But we both know how this ends
You can leave it up to me
To say things that I don't mean
And I'll leave it up to you
To turn ""I love you""
Into ""Boy, where you been?""
And just like that
Just as fast as we began
We're all over again
I'll think you're out of my system
At least 'til I miss ya
I'll start going through withdrawals
That's about the time you'll call
And we'll be falling all over again
Like a flashback to way back when
Back when we were us
Couldn't get enough
But we both know how this ends
You can leave it up to me
To say things that I don't mean
And I'll leave it up to you
To turn ""I love you""
Into ""Boy, where you been?""
And just like that
Just as fast as we began
We're all over again
Well, I know where we'll wind up
'Cause trouble loves to find us
And I guess goodbye's just too tough
'Cause last time was the last time, but
We're falling all over again
Like a flashback to way back when
Back when we were us
Couldn't get enough
But we both know how this ends
You can leave it up to me
To say things that I don't mean
And I'll leave it up to you
To turn ""I love you""
Into ""Boy, where you been?""
And just like that
Just as fast as we began
We're all over again
Oh, we're all over again
Well, I know where we'll wind up
And I guess goodbye's just too tough",https://genius.com/Luke-combs-all-over-again-lyrics,Luke Combs
